Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud,Nombre_Comercial,Puntaje_Real,Puntaje_Predicho,Clasificacion_Real,Clasificacion_Predicha,Acierto
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"November 22nd, 2013",Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,7.75,83.75,0.0,0,Blue-Green,1,1750.0,Alta (Arabica),Heritage EXP,83.75,83.64998308649446,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,275,70 kg,Almacafé,"August 27th, 2013",Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,7.58,83.75,0.11,0,Green,3,1750.0,Alta (Arabica),Heritage EXP,83.75,83.13470559126405,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,12,100 lbs,Specialty Coffee Association,"May 2nd, 2013",Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,7.75,83.75,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,83.75,83.38655935337063,Premium,Premium,Sí
Arabica,saul m. hernandez ramirez,Mexico,Other,10,1 kg,AMECAFE,"September 27th, 2012",Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,7.83,83.75,0.13,5,Green,5,700.0,Baja (Arabica),Origins SAU,83.75,82.11069279518013,Premium,Estándar,No
Arabica,the coffee source inc.,Guatemala,Other,250,3 lbs,Specialty Coffee Association,"May 24th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,7.75,83.75,0.11,0,Blue-Green,1,1300.0,Media (Arabica),Origins THE,83.75,83.20941989265765,Premium,Premium,Sí
Arabica,carcafe ltda ci,Colombia,cauca,275,70 kg,Almacafé,"April 20th, 2011",Caturra,Washed / Wet,7.83,7.83,7.58,7.33,7.42,7.67,8.08,83.75,0.1,0,Green,1,1600.0,Alta (Arabica),Mill CAR,83.75,83.59388177645302,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,cundinamarca,250,70 kg,Almacafé,"February 9th, 2011",Caturra,Washed / Wet,7.75,7.67,7.25,7.25,7.58,8.5,7.75,83.75,0.06,0,Green,1,1600.0,Alta (Arabica),Heritage EXP,83.75,83.54680995489772,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,4,1,Specialty Coffee Association,"June 29th, 2010",Hawaiian Kona,Natural / Dry,7.83,7.67,7.75,7.67,7.58,7.5,7.75,83.75,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,83.75,83.38655935337063,Premium,Premium,Sí
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,7.83,83.67,0.11,0,Green,2,890.0,Baja (Arabica),Private Reserve IPA,83.67,82.6326778182912,Premium,Premium,Sí
Arabica,kennedy macharia,Kenya,Other,200,60 kg,Kenya Coffee Traders Association,"September 1st, 2017",SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,7.75,83.67,0.11,0,Blue-Green,0,1700.0,Alta (Arabica),Select Harvest KEN,83.67,84.0575478509963,Premium,Premium,Sí
Arabica,bismarck castro,Honduras,comayagua,285,69 kg,Instituto Hondureño del Café,"May 11th, 2017",Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,7.33,83.67,0.1,0,Green,2,1400.0,Media (Arabica),Heritage BIS,83.67,82.51977824118853,Premium,Premium,Sí
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,jinotega,275,69 kg,Instituto Hondureño del Café,"May 11th, 2017",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,7.5,83.67,0.1,0,Green,3,1250.0,Media (Arabica),Private Reserve COM,83.67,81.68549197500057,Premium,Estándar,No
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,7.83,83.67,0.11,0,Green,3,934.0,Baja (Arabica),Private Reserve IPA,83.67,82.64793673290511,Premium,Premium,Sí
Arabica,"lin, che-hao krude 林哲豪",Taiwan,Other,20,50 kg,Specialty Coffee Association,"May 18th, 2016",Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,7.75,83.67,0.1,0,Blue-Green,0,1200.0,Media (Arabica),Heritage LIN,83.67,83.56978394808606,Premium,Premium,Sí
Arabica,"ceca, s.a.",Costa Rica,Other,275,69 kg,Specialty Coffee Association of Costa Rica,"March 14th, 2016",Caturra,Washed / Wet,7.33,7.67,7.67,7.5,7.67,7.5,8.33,83.67,0.11,0,Blue-Green,1,1350.0,Media (Arabica),Select Harvest CEC,83.67,83.2005055840494,Premium,Premium,Sí
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,7.75,83.67,0.12,0,Blue-Green,0,800.0,Baja (Arabica),Origins DOI,83.67,82.63069745011191,Premium,Premium,Sí
Arabica,rob stephen,Colombia,huila,100,2 lbs,Specialty Coffee Association,"November 21st, 2014",Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,7.83,83.67,0.11,0,Green,4,1625.0,Alta (Arabica),Heritage ROB,83.67,83.1020846213931,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"February 27th, 2014",Bourbon,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,7.5,83.67,0.1,0,Green,0,413.5114310400001,Baja (Arabica),Mill JUA,83.67,83.31327738420602,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,Other,250,70 kg,Almacafé,"October 29th, 2013",Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,7.58,83.67,0.0,0,Green,3,1750.0,Alta (Arabica),Heritage EXP,83.67,83.63762784263889,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,250,70 kg,Almacafé,"August 16th, 2013",Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,7.92,83.67,0.0,0,Green,1,1900.0,Premium (Arabica),Heritage RAC,83.67,83.674049661907,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"May 30th, 2013",Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,7.5,83.67,0.12,1,Green,3,399.4830720000001,Baja (Arabica),Mill JUA,83.67,81.65563891583123,Premium,Estándar,No
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,7.67,83.67,0.11,0,Green,2,399.4830720000001,Baja (Arabica),Mill JUA,83.67,82.20528852034096,Premium,Estándar,No
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"November 22nd, 2012",Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,7.83,83.67,0.11,0,Green,1,1750.0,Alta (Arabica),Heritage EXP,83.67,83.13111757525243,Premium,Premium,Sí
Arabica,the coffee source inc.,Guatemala,oriente,250,1 kg,Specialty Coffee Association,"August 23rd, 2012",Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,8.0,83.67,0.11,0,Green,1,1450.0,Media (Arabica),Origins THE,83.67,83.33712127307584,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"July 9th, 2012",Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,7.5,83.67,0.11,0,Green,13,399.4830720000001,Baja (Arabica),Mill JUA,83.67,79.60468192617934,Premium,Estándar,No
Arabica,juan luis ortega carballo,Mexico,Other,48,1 kg,AMECAFE,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,7.58,83.67,0.12,4,Green,11,1100.0,Media (Arabica),Private Reserve JUA,83.67,81.47859939023131,Premium,Estándar,No
Arabica,ekai international company ltd.,Indonesia,Other,10,60 kg,Specialty Coffee Association of Indonesia,"May 23rd, 2012",Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,7.58,83.67,0.12,0,Green,0,1400.0,Media (Arabica),Select Harvest EKA,83.67,82.2369932633517,Premium,Estándar,No
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"April 30th, 2012",Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,7.83,83.67,0.1,0,Green,0,464.5152000000001,Baja (Arabica),Mill JUA,83.67,83.18084014067125,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),Other,3,100 lbs,Specialty Coffee Association,"April 21st, 2011",Hawaiian Kona,Natural / Dry,7.75,8.0,7.92,8.08,7.75,8.0,8.17,83.67,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,83.67,83.1156314140918,Premium,Premium,Sí
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,7.92,83.58,0.11,0,Green,5,890.0,Baja (Arabica),Private Reserve IPA,83.58,82.55968362231135,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"July 5th, 2016",Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,7.58,83.58,0.11,0,Green,0,343.92705408,Baja (Arabica),Mill JUA,83.58,83.4799285588867,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"April 15th, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,7.67,83.58,0.11,0,Green,4,1750.0,Alta (Arabica),Heritage RAC,83.58,83.10503763547622,Premium,Premium,Sí
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,7.75,83.58,0.1,0,Green,4,1100.0,Media (Arabica),Private Reserve YUN,83.58,83.0574851421653,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"November 19th, 2015",Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,7.58,83.58,0.12,0,Green,3,1775.0,Alta (Arabica),Heritage RAC,83.58,83.00407264179975,Premium,Premium,Sí
Arabica,andreas kussmaul,Mexico,Other,275,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,"May 12th, 2015",Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,7.75,83.58,0.12,1,Green,13,1200.0,Media (Arabica),Private Reserve AND,83.58,80.9601653997732,Premium,Estándar,No
Arabica,essencecoffee,Ethiopia,Other,250,60 kg,Blossom Valley International,"March 25th, 2015",Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,7.75,83.58,0.0,0,Green,7,1850.0,Premium (Arabica),Private Reserve ESS,83.58,84.84075698109011,Premium,Premium,Sí
Arabica,bulamburi coffee farmers association,Uganda,Other,100,60 kg,Uganda Coffee Development Authority,"June 27th, 2014",SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,7.67,83.58,0.12,0,Green,5,1800.0,Premium (Arabica),Origins BUL,83.58,83.94196899264338,Premium,Premium,Sí
Arabica,compañia colombiana agroindustrial s.a,Colombia,cundinamarca,250,70 kg,Almacafé,"June 24th, 2014",Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,7.67,83.58,0.0,0,Green,0,1600.0,Alta (Arabica),Heritage COM,83.58,83.47975001317542,Premium,Premium,Sí
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"March 13th, 2014",Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,7.67,83.58,0.12,0,Green,1,1550.0,Alta (Arabica),Heritage COM,83.58,83.36306837251432,Premium,Premium,Sí
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"March 21st, 2014",Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,7.58,83.58,0.0,0,Green,0,1550.0,Alta (Arabica),Heritage COM,83.58,83.68038280243302,Premium,Premium,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,7.5,83.58,0.11,0,Green,0,1000.0,Media (Arabica),Select Harvest CQI,83.58,81.83642833518063,Premium,Estándar,No
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"August 31st, 2012",Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,7.67,83.58,0.11,0,Green,3,1775.0,Alta (Arabica),Heritage RAC,83.58,83.13434426937019,Premium,Premium,Sí
Arabica,alfredo bojalil,Mexico,Other,250,1 kg,AMECAFE,"June 6th, 2012",Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,7.67,83.58,0.12,0,Green,2,1000.0,Media (Arabica),Origins ALF,83.58,81.80165059923797,Premium,Estándar,No
Arabica,carcafe ltda ci,Colombia,cundinamarca,250,70 kg,Almacafé,"April 2nd, 2012",Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,7.75,83.58,0.11,0,Green,4,2136.0,Premium (Arabica),Mill CAR,83.58,83.82980065806525,Premium,Premium,Sí
Arabica,nucoffee,Brazil,south of minas,33,60 kg,NUCOFFEE,"January 23rd, 2012",Catuai,Semi-Washed / Semi-Pulped,7.83,7.75,7.5,7.75,7.5,7.58,7.67,83.58,0.12,0,Blue-Green,2,1100.0,Media (Arabica),Heritage NUC,83.58,82.6994082258589,Premium,Premium,Sí
Arabica,carcafe ltda ci,Colombia,cundinamarca,50,70 kg,Almacafé,"February 20th, 2017",Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,7.58,83.5,0.0,0,Blue-Green,5,1799.0,Alta (Arabica),Mill CAR,83.5,83.40046416643463,Premium,Premium,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,1,10 kg,Blossom Valley International,"February 13th, 2017",Typica,Washed / Wet,7.58,7.58,7.17,7.17,7.0,7.0,10.0,83.5,0.11,0,Blue-Green,0,750.0,Baja (Arabica),Select Harvest CQI,83.5,82.06945676880824,Premium,Estándar,No
Arabica,"ceca, s.a.",Costa Rica,tarrazu,245,69 kg,Specialty Coffee Association of Costa Rica,"June 6th, 2016",Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,7.83,83.5,0.0,0,Blue-Green,0,1850.0,Premium (Arabica),Select Harvest CEC,83.5,83.73006423255032,Premium,Premium,Sí
Arabica,carcafe ltda ci,Colombia,Other,250,70 kg,Almacafé,"April 7th, 2016",Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,7.58,83.5,0.0,0,Green,0,1000.0,Media (Arabica),Mill CAR,83.5,83.07015340868456,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"March 16th, 2016",Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,7.58,83.5,0.1,0,Blue-Green,5,371.61216,Baja (Arabica),Mill JUA,83.5,82.23015684395813,Premium,Estándar,No
Arabica,racafe & cia s.c.a,Colombia,huila,180,70 kg,Almacafé,"November 19th, 2015",Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,7.75,83.5,0.12,0,Green,4,1775.0,Alta (Arabica),Heritage RAC,83.5,82.97386981968191,Premium,Premium,Sí
Arabica,damari absalome,"Tanzania, United Republic Of",Other,5,60 kg,Africa Fine Coffee Association,"November 16th, 2015",Other,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,7.58,83.5,0.13,0,Green,21,1400.0,Media (Arabica),Mill DAM,83.5,80.68497752538518,Premium,Estándar,No
Arabica,aulia arif syahri,Indonesia,Other,200,30 kg,Specialty Coffee Association,"September 14th, 2015",Other,Semi-Washed / Semi-Pulped,7.25,7.67,7.58,7.92,7.83,7.58,7.67,83.5,0.13,0,Blue-Green,8,1500.0,Alta (Arabica),Origins AUL,83.5,82.67448324371499,Premium,Premium,Sí
Arabica,debesa agro industry plc,Ethiopia,Other,320,60 kg,METAD Agricultural Development plc,"March 31st, 2015",Other,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,7.58,83.5,0.1,1,Green,18,1600.0,Alta (Arabica),Select Harvest DEB,83.5,82.90291841104366,Premium,Premium,Sí
Arabica,federacion nacional de cafeteros,Colombia,huila,275,2 kg,Almacafé,"March 12th, 2015",Caturra,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,7.67,83.5,0.0,1,Green,0,1750.0,Alta (Arabica),Select Harvest FED,83.5,83.4700679018991,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,275,70 kg,Almacafé,"January 22nd, 2015",Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,7.58,83.5,0.11,0,Green,0,1850.0,Premium (Arabica),Heritage EXP,83.5,83.08981072892973,Premium,Premium,Sí
Arabica,the coffee source inc.,Guatemala,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"December 18th, 2014",Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,7.75,83.5,0.1,0,Green,0,1400.0,Media (Arabica),Origins THE,83.5,83.25124294237222,Premium,Premium,Sí
Arabica,compañia colombiana agroindustrial s.a,Colombia,cundinamarca,250,70 kg,Almacafé,"August 11th, 2014",Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,7.67,83.5,0.0,2,Green,0,1650.0,Alta (Arabica),Heritage COM,83.5,82.97889349570248,Premium,Premium,Sí
Arabica,Desconocido,Honduras,comayagua,275,1 kg,Instituto Hondureño del Café,"April 8th, 2014",Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,7.83,83.5,0.1,0,Green,3,1350.0,Media (Arabica),Private Reserve DES,83.5,82.69175888255572,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"April 26th, 2013",Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,7.67,83.5,0.0,1,Green,1,1750.0,Alta (Arabica),Heritage EXP,83.5,83.54064245173642,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"May 24th, 2013",Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,7.58,83.5,0.11,0,Green,2,1750.0,Alta (Arabica),Heritage EXP,83.5,83.14310938028295,Premium,Premium,Sí
Arabica,manuel herrera juarez,Mexico,Other,10,1 kg,AMECAFE,"August 31st, 2012",Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,8.42,83.5,0.13,0,Green,14,1170.0,Media (Arabica),Mill MAN,83.5,81.34637438566321,Premium,Estándar,No
Arabica,miguel cortes moreno,Mexico,Other,10,1 kg,AMECAFE,"August 30th, 2012",Typica,Semi-Washed / Semi-Pulped,7.67,7.75,7.67,7.75,7.58,7.5,7.58,83.5,0.11,0,Green,12,940.0,Baja (Arabica),Mill MIG,83.5,81.69599330436094,Premium,Estándar,No
Arabica,gabriel bernardo rivas ross,Mexico,Other,15,1 kg,AMECAFE,"July 11th, 2012",Other,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,7.83,83.5,0.12,0,Green,0,1400.0,Media (Arabica),Select Harvest GAB,83.5,82.70535543770521,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,Other,275,69 kg,Asociacion Nacional Del Café,"April 30th, 2012",Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,7.5,83.5,0.1,0,Green,5,464.5152000000001,Baja (Arabica),Mill JUA,83.5,82.69200559816055,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,175,70 kg,Almacafé,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,7.67,83.5,0.11,0,Green,0,1775.0,Alta (Arabica),Heritage RAC,83.5,83.09729895855493,Premium,Premium,Sí
Arabica,felipe isaza,Guatemala,oriente,250,2 kg,Specialty Coffee Association,"February 1st, 2012",Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,7.58,83.5,0.0,3,Green,12,427.353984,Baja (Arabica),Private Reserve FEL,83.5,81.7375134321797,Premium,Estándar,No
Arabica,kona pacific farmers cooperative,United States (Hawaii),Other,14,100 lbs,Specialty Coffee Association,"March 8th, 2011",Hawaiian Kona,Natural / Dry,7.5,7.67,7.58,7.92,7.58,7.67,7.58,83.5,0.01,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,83.5,83.18619078558315,Premium,Premium,Sí
Arabica,specialty coffee association of indonesia,Indonesia,Other,10,60 kg,Specialty Coffee Association of Indonesia,"November 29th, 2010",Other,Washed / Wet,7.83,7.58,7.58,7.58,7.75,7.58,7.58,83.5,0.0,0,Blue-Green,0,1600.0,Alta (Arabica),Select Harvest SPE,83.5,83.79681292331388,Premium,Premium,Sí
Arabica,carcafe ltda ci,Colombia,huila,300,29 kg,Almacafé,"November 9th, 2017",Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,7.67,83.42,0.0,0,Green,1,439.0,Baja (Arabica),Mill CAR,83.42,83.2707902973075,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,7.67,83.42,0.1,0,Green,3,1700.0,Alta (Arabica),Mill JUA,83.42,82.45054999659368,Premium,Estándar,No
Arabica,carcafe ltda ci,Colombia,huila,600,29 kg,Almacafé,"May 10th, 2017",Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,7.67,83.42,0.11,0,Green,2,442.0,Baja (Arabica),Mill CAR,83.42,83.3970621754979,Premium,Premium,Sí
Arabica,"ceca, s.a.",Costa Rica,tarrazu,275,69 kg,Specialty Coffee Association of Costa Rica,"February 17th, 2017",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,7.83,83.42,0.09,0,Blue-Green,4,1850.0,Premium (Arabica),Select Harvest CEC,83.42,83.54721575979005,Premium,Premium,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,1,10 kg,Blossom Valley International,"February 13th, 2017",Typica,Washed / Wet,7.67,7.67,7.0,7.08,7.0,7.0,10.0,83.42,0.11,0,Blue-Green,0,750.0,Baja (Arabica),Select Harvest CQI,83.42,82.06945676880824,Premium,Estándar,No
Arabica,bugisu cooperative union,Uganda,Other,20,1218 kg,Uganda Coffee Development Authority,"July 21st, 2016",SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,7.75,83.42,0.11,0,Green,1,1800.0,Premium (Arabica),Private Reserve BUG,83.42,84.35930190854363,Premium,Premium,Sí
Arabica,松澤宏樹 koju matsuzawa,Thailand,thailand,500,25 kg,Specialty Coffee Institute of Asia,"June 27th, 2016",Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,7.67,83.42,0.13,0,Blue-Green,0,1200.0,Media (Arabica),Mill 松澤宏,83.42,82.66713099838302,Premium,Premium,Sí
Arabica,consejo salvadoreño del café,El Salvador,Other,275,69 kg,Salvadoran Coffee Council,"April 25th, 2016",Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,7.58,83.42,0.11,0,Green,0,1330.0,Media (Arabica),Heritage CON,83.42,82.99782417635205,Premium,Premium,Sí
Arabica,carcafe ltda ci,Colombia,huila,275,70 kg,Almacafé,"April 29th, 2015",Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,7.67,83.42,0.12,4,Green,0,442.0,Baja (Arabica),Mill CAR,83.42,83.22695257856525,Premium,Premium,Sí
Arabica,bourbon specialty coffees,Brazil,Other,300,60 kg,Brazil Specialty Coffee Association,"January 15th, 2015",Yellow Bourbon,Semi-Washed / Semi-Pulped,7.33,7.83,7.75,7.5,7.42,7.83,7.75,83.42,0.12,0,Green,6,1000.0,Media (Arabica),Origins BOU,83.42,82.27541399667129,Premium,Estándar,No
Arabica,ngila estate ltd,"Tanzania, United Republic Of",Other,39,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,7.58,83.42,0.13,0,Green,4,1600.0,Alta (Arabica),Origins NGI,83.42,82.05097332332588,Premium,Estándar,No
Arabica,compañia colombiana agroindustrial s.a,Colombia,huila,250,70 kg,Almacafé,"October 15th, 2014",Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,7.58,83.42,0.12,0,Green,1,1813.0,Premium (Arabica),Heritage COM,83.42,83.00185083019186,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"August 21st, 2014",Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,7.5,83.42,0.1,0,Green,1,371.61216,Baja (Arabica),Mill JUA,83.42,83.25072973307522,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,antigua,250,69 kg,Asociacion Nacional Del Café,"February 18th, 2014",Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,7.58,83.42,0.1,0,Green,2,1500.0,Alta (Arabica),Mill JUA,83.42,83.31984031409658,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"July 16th, 2013",Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,7.58,83.42,0.11,0,Green,0,399.4830720000001,Baja (Arabica),Mill JUA,83.42,82.5482824947272,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,13,100 lbs,Specialty Coffee Association,"January 24th, 2013",Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,7.67,83.42,0.0,0,Green,2,157.93516800000003,Baja (Arabica),Private Reserve KON,83.42,82.84657250308712,Premium,Premium,Sí
